kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_duration,koi_depth,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
10797460,K00752.01,Kepler-227 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.48803557,2.775e-05,-2.775e-05,0.146,2.9575,615.8,2.26,0.26,-0.15,793.0,93.59,35.8,1.0,q1_q17_dr25_tce,5455.0,4.467,0.927,291.93423,48.141651,15.347
10797460,K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,0.969,0,0,0,0,54.4183827,0.0002479,-0.0002479,0.586,4.507,874.8,2.83,0.32,-0.19,443.0,9.11,25.8,2.0,q1_q17_dr25_tce,5455.0,4.467,0.927,291.93423,48.141651,15.347
10811496,K00753.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,19.89913995,1.494e-05,-1.494e-05,0.969,1.7822,10829.0,14.6,3.92,-1.31,638.0,39.3,76.3,1.0,q1_q17_dr25_tce,5853.0,4.544,0.868,297.00482,48.134129,15.436
10848459,K00754.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.736952453,2.63e-07,-2.63e-07,1.276,2.40641,8079.2,33.46,8.5,-2.83,1395.0,891.96,505.6,1.0,q1_q17_dr25_tce,5805.0,4.564,0.791,285.53461,48.28521,15.597
10854555,K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.525591777,3.761e-06,-3.761e-06,0.701,1.6545,603.3,2.75,0.88,-0.35,1406.0,926.16,40.9,1.0,q1_q17_dr25_tce,6031.0,4.438,1.046,288.75488,48.2262,15.509
10872983,K00756.01,Kepler-228 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.09432054,2.036e-05,-2.036e-05,0.538,4.5945,1517.5,3.9,1.27,-0.42,835.0,114.81,66.5,1.0,q1_q17_dr25_tce,6046.0,4.486,0.972,296.28613,48.22467,15.714
10872983,K00756.02,Kepler-228 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.13443512,1.046e-05,-1.046e-05,0.762,3.1402,686.0,2.77,0.9,-0.3,1160.0,427.65,40.2,2.0,q1_q17_dr25_tce,6046.0,4.486,0.972,296.28613,48.22467,15.714
10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,2.56658897,1.781e-05,-1.781e-05,0.755,2.429,226.5,1.59,0.52,-0.17,1360.0,807.74,15.0,3.0,q1_q17_dr25_tce,6046.0,4.486,0.972,296.28613,48.22467,15.714
6721123,K00114.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,7.36178958,2.128e-05,-2.128e-05,1.169,5.022,233.7,39.21,6.45,-9.67,1342.0,767.22,47.7,1.0,q1_q17_dr25_tce,6227.0,3.986,1.958,298.86435,42.151569,12.66
10910878,K00757.01,Kepler-229 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.06864674,1.088e-05,-1.088e-05,0.052,3.5347,4914.3,5.76,0.22,-0.49,600.0,30.75,161.9,1.0,q1_q17_dr25_tce,5031.0,4.485,0.848,286.99948,48.37579,15.841
11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,0.811,0,0,0,0,2.470613377,2.7e-08,-2.7e-08,0.818,1.74319,14230.9,13.04,0.51,-0.51,1339.0,761.46,4304.3,1.0,q1_q17_dr25_tce,5820.0,4.457,0.964,286.80847,49.316399,11.338
10666592,K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,2.204735417,4.3e-08,-4.3e-08,0.224,3.88864,6674.7,16.1,0.81,-0.91,2048.0,4148.92,5945.9,1.0,q1_q17_dr25_tce,6440.0,4.019,1.952,292.24728,47.969521,10.463
6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.522498429,1.98e-07,-1.98e-07,0.631,3.19843,9145.7,14.59,1.11,-1.11,1521.0,1264.67,1741.5,1.0,q1_q17_dr25_tce,6225.0,4.169,1.451,281.28812,42.45108,13.563
10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.709214104,6.536e-06,-6.536e-06,0.051,2.6302,131.1,1.16,0.17,-0.12,1206.0,500.46,50.6,2.0,q1_q17_dr25_tce,5833.0,4.407,1.022,295.64871,48.49556,12.772
10419211,K00742.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,11.521446064,1.98e-06,-1.98e-06,2.483,3.6399,17984.3,150.51,39.76,-13.31,753.0,75.88,622.1,1.0,q1_q17_dr25_tce,5795.0,4.554,0.848,297.07993,47.597401,15.472
10464078,K00743.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.40393776,2.068e-05,-2.068e-05,0.804,12.2155,8918.7,7.18,0.76,-0.68,523.0,17.69,214.7,1.0,q1_q17_dr25_tce,5043.0,4.591,0.68,289.25821,47.635319,15.487
10480982,K00744.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.221388942,1.123e-06,-1.123e-06,1.065,4.79843,74284.0,49.29,16.03,-5.0,698.0,55.97,2317.0,1.0,q1_q17_dr25_tce,6117.0,4.496,0.947,295.81454,47.69035,15.341
10485250,K00745.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,16.46983774,1.361e-05,-1.361e-05,0.292,9.4378,10478.9,7.94,0.89,-0.89,595.0,29.61,303.4,1.0,q1_q17_dr25_tce,5152.0,4.517,0.786,297.15442,47.668701,15.788
10526549,K00746.01,Kepler-660 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.27358173,1.037e-05,-1.037e-05,0.387,3.2875,1288.3,2.47,0.2,-0.24,649.0,41.85,87.2,1.0,q1_q17_dr25_tce,4856.0,4.583,0.696,288.13824,47.724449,15.302
10583066,K00747.01,Kepler-661 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.02930329,5.509e-06,-5.509e-06,0.258,1.5821,1912.7,2.85,0.26,-0.15,678.0,50.04,65.4,1.0,q1_q17_dr25_tce,4537.0,4.648,0.672,283.71088,47.86327,15.784
10583180,K00748.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.696370652,7.534e-06,-7.534e-06,0.044,3.6129,397.9,1.58,0.13,-0.16,1066.0,305.34,48.2,1.0,q1_q17_dr25_tce,4989.0,4.504,0.819,283.76547,47.804298,15.269
10601284,K00749.01,Kepler-226 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.349553819,8.834e-06,-8.834e-06,0.092,3.0278,831.0,2.55,0.16,-0.24,919.0,168.99,60.6,1.0,q1_q17_dr25_tce,5185.0,4.44,0.91,292.37613,47.880989,15.416
10601284,K00749.02,Kepler-226 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,3.94105221,1.094e-05,-1.094e-05,0.226,2.5984,363.3,1.7,0.11,-0.16,1018.0,253.15,28.9,2.0,q1_q17_dr25_tce,5185.0,4.44,0.91,292.37613,47.880989,15.416
10601284,K00749.03,Kepler-226 d,CONFIRMED,CANDIDATE,0.971,0,0,0,0,8.10904807,6.787e-05,-6.787e-05,0.025,3.596,217.4,1.3,0.09,-0.12,800.0,97.03,14.1,3.0,q1_q17_dr25_tce,5185.0,4.44,0.91,292.37613,47.880989,15.416
2306756,K00113.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,386.6030528,0.0001369,-0.0001369,0.9765,6.8057,24926.6,41.5,1.68,-1.68,297.0,1.84,994.0,1.0,q1_q16_tce,5543.0,4.081,1.58,292.27374,37.671558,12.394
10662202,K00750.01,Kepler-662 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.67699193,7.01e-05,-7.01e-05,0.896,3.4555,857.2,2.95,0.12,-0.23,530.0,18.64,34.3,1.0,q1_q17_dr25_tce,4954.0,4.5,0.828,290.46512,47.92918,15.377
10682541,K00751.01,Kepler-663 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.99677968,1.389e-05,-1.389e-05,0.71,2.1717,934.7,2.78,0.52,-0.23,917.0,166.95,28.2,1.0,q1_q17_dr25_tce,5339.0,4.552,0.847,297.80826,47.946671,15.861
11460018,K00769.01,Kepler-671 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.280963604,6.141e-06,-6.141e-06,0.424,2.875,750.8,2.3,0.58,-0.19,1012.0,247.87,61.8,1.0,q1_q17_dr25_tce,5644.0,4.564,0.831,294.26581,49.314091,15.356
11463211,K00770.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.50635409,4.7e-07,-4.7e-07,0.86,1.5155,2211.7,4.53,1.01,-0.44,1452.0,1054.12,181.1,1.0,q1_q17_dr25_tce,5714.0,4.563,0.831,295.66522,49.351009,15.525
11465813,K00771.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,670.645531,0.001237,-0.001237,0.701,53.412,18090.6,14.14,2.13,-0.71,196.0,0.35,642.7,1.0,q1_q17_dr25_tce,5520.0,4.466,0.983,296.69861,49.316479,15.207
11493732,K00772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,61.2563628,0.000156,-0.000156,1.248,7.633,5123.3,39.87,12.79,-5.48,505.0,15.43,85.3,1.0,q1_q17_dr25_tce,6144.0,4.402,1.091,283.72592,49.479519,15.25
11507101,K00773.01,Kepler-672 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,38.3775486,0.0001602,-0.0001602,0.468,5.588,724.2,2.82,0.37,-0.34,529.0,18.53,34.7,1.0,q1_q17_dr25_tce,5481.0,4.369,1.036,291.72202,49.480869,15.172
10910878,K00757.02,Kepler-229 d,CONFIRMED,CANDIDATE,0.992,0,0,0,0,41.19725502,9.345e-05,-9.345e-05,0.045,4.6297,2213.9,3.86,0.15,-0.33,439.0,8.76,51.2,2.0,q1_q17_dr25_tce,5031.0,4.485,0.848,286.99948,48.37579,15.841
10910878,K00757.03,Kepler-229 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.252962249,9.577e-06,-9.577e-06,0.105,2.5819,1036.9,2.65,0.1,-0.23,823.0,108.3,47.1,3.0,q1_q17_dr25_tce,5031.0,4.485,0.848,286.99948,48.37579,15.841
10987985,K00758.01,Kepler-665 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.01308419,4.854e-05,-4.854e-05,0.799,3.2554,1121.9,3.1,0.34,-0.31,593.0,29.31,33.2,1.0,q1_q17_dr25_tce,5015.0,4.499,0.826,297.02563,48.478588,15.39
11018648,K00759.01,Kepler-230 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,32.62876672,5.801e-05,-5.801e-05,0.021,4.7971,1804.8,3.36,0.76,-0.33,506.0,15.55,80.0,1.0,q1_q17_dr25_tce,5586.0,4.56,0.798,285.71854,48.505859,15.082
11018648,K00759.02,Kepler-230 c,CONFIRMED,CANDIDATE,0.978,0,0,0,0,91.7732862,0.0007518,-0.0007518,0.606,6.473,652.0,2.12,0.48,-0.21,359.0,3.92,19.1,2.0,q1_q17_dr25_tce,5586.0,4.56,0.798,285.71854,48.505859,15.082
11138155,K00760.01,Kepler-1976 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.959319244,5.15e-07,-5.15e-07,0.831,2.22739,9802.0,12.21,1.96,-1.46,1103.0,349.4,696.5,1.0,q1_q17_dr25_tce,5712.0,4.359,1.082,292.16705,48.727589,15.263
11152159,K00761.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.701287801,5.634e-06,-5.634e-06,1.016,3.3827,860.4,6.54,1.64,-0.75,1222.0,527.81,48.3,1.0,q1_q17_dr25_tce,5550.0,4.468,0.91,297.92365,48.777321,15.54
11153539,K00762.01,Kepler-666 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.49876511,1.777e-05,-1.777e-05,0.312,3.7362,460.0,2.1,0.65,-0.22,1133.0,389.62,29.5,1.0,q1_q17_dr25_tce,6075.0,4.486,0.969,298.45685,48.791592,15.395
11242721,K00763.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.651209505,5.862e-06,-5.862e-06,0.723,5.2514,11766.3,12.42,3.92,-1.69,730.0,67.03,513.4,1.0,q1_q17_dr25_tce,6074.0,4.391,1.063,291.0939,48.933842,15.536
9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.412203927,3.052e-06,-3.052e-06,0.787,2.9472,601.6,2.94,0.43,-0.38,1093.0,337.68,166.7,1.0,q1_q17_dr25_tce,5779.0,4.339,1.087,287.88733,46.276241,12.791
11304958,K00764.01,Kepler-667 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,41.43958662,7.557e-05,-7.557e-05,0.355,10.5989,2793.1,5.5,1.57,-0.96,516.0,16.72,141.1,1.0,q1_q17_dr25_tce,5468.0,4.367,1.046,295.55505,49.017342,15.4
11391957,K00765.01,Kepler-668 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.35389523,1.524e-05,-1.524e-05,0.023,2.2514,1041.6,2.52,0.54,-0.24,790.0,91.9,43.4,1.0,q1_q17_dr25_tce,5592.0,4.582,0.787,285.49924,49.277351,15.317
11403044,K00766.01,Kepler-669 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.125543472,3.133e-06,-3.133e-06,0.597,3.1744,1487.3,4.43,1.44,-0.51,1243.0,565.35,128.6,1.0,q1_q17_dr25_tce,6174.0,4.417,1.103,291.93616,49.253979,15.506
11414511,K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.816504904,1.65e-07,-1.65e-07,0.105,2.50587,16813.7,12.21,1.62,-0.87,1219.0,521.13,1406.8,1.0,q1_q17_dr25_tce,5532.0,4.452,0.955,297.01547,49.225288,15.052
11442465,K00768.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,33.93373447,6.154e-05,-6.154e-05,0.812,14.561,8503.7,7.34,0.9,-0.6,430.0,8.11,236.1,1.0,q1_q17_dr25_tce,5040.0,4.628,0.705,284.17233,49.360722,15.716
12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.689920099,8.982e-06,-8.982e-06,0.151,2.6557,426.7,1.89,0.54,-0.2,1147.0,408.99,35.6,1.0,q1_q17_dr25_tce,5880.0,4.518,0.917,291.62241,50.61824,15.242
12366084,K00787.01,Kepler-232 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.431238488,6.106e-06,-6.106e-06,0.405,3.15,1010.9,3.25,0.47,-0.25,1104.0,351.23,71.1,1.0,q1_q17_dr25_tce,5714.0,4.428,1.015,295.81616,51.121738,15.367
12366084,K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.37936986,2.415e-05,-2.415e-05,0.911,2.6255,1023.5,3.95,0.57,-0.31,806.0,99.68,37.9,2.0,q1_q17_dr25_tce,5714.0,4.428,1.015,295.81616,51.121738,15.367
12404086,K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,26.39432897,5.724e-05,-5.724e-05,0.602,3.573,1510.9,3.07,0.41,-0.22,489.0,13.49,48.2,1.0,q1_q17_dr25_tce,5129.0,4.595,0.763,289.39972,51.25032,15.234
8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.57078281,1.585e-05,-1.585e-05,0.866,3.3539,511.7,2.64,0.4,-0.27,785.0,89.61,88.4,1.0,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.12594387,1.406e-05,-1.406e-05,0.898,3.0014,192.4,1.79,0.26,-0.23,997.0,233.31,47.1,2.0,q1_q17_dr25_tce,5779.0,4.339,1.087,287.88733,46.276241,12.791
11656840,K00774.01,,FALSE POSITIVE,FALSE POSITIVE,0.014,0,1,0,0,7.442652004,7.02e-07,-7.02e-07,0.137,2.3078,24446.2,15.03,4.73,-1.58,967.0,206.78,835.6,1.0,q1_q17_dr25_tce,6108.0,4.469,0.956,288.98682,49.733742,15.27
11754553,K00775.01,Kepler-52 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.38489988,5.219e-05,-5.219e-05,0.001,3.0249,1127.1,2.0,0.09,-0.1,433.0,8.35,28.9,2.0,q1_q17_dr25_tce,4126.0,4.661,0.615,286.73804,49.97575,15.095
11754553,K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.8774163,1.493e-05,-1.493e-05,0.041,2.0805,1306.1,2.16,0.09,-0.11,553.0,22.18,38.7,1.0,q1_q17_dr25_tce,4126.0,4.661,0.615,286.73804,49.97575,15.095
11754553,K00775.03,Kepler-52 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,36.4454001,0.0001809,-0.0001809,0.028,4.007,1122.3,1.99,0.09,-0.09,332.0,2.88,21.7,3.0,q1_q17_dr25_tce,4126.0,4.661,0.615,286.73804,49.97575,15.095
11812062,K00776.01,Kepler-673 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.728732147,9.36e-07,-9.36e-07,0.558,2.683,5226.5,6.02,1.22,-0.52,1023.0,258.34,345.2,1.0,q1_q17_dr25_tce,5497.0,4.577,0.809,290.78574,50.054119,15.523
11818800,K00777.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,40.4195037,0.0001139,-0.0001139,0.911,3.362,6256.0,7.51,1.12,-0.91,467.0,11.29,36.9,1.0,q1_q17_dr25_tce,5446.0,4.507,0.781,294.31686,50.080231,15.487
11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.243380573,2.67e-06,-2.67e-06,0.915,1.1196,821.7,1.99,0.1,-0.12,822.0,107.6,38.9,1.0,q1_q17_dr25_tce,4149.0,4.698,0.564,285.17621,50.149818,15.135
11909839,K00779.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,10.405998015,2.515e-06,-2.515e-06,0.324,6.5036,14488.8,11.23,2.92,-1.95,833.0,113.94,745.2,1.0,q1_q17_dr25_tce,5746.0,4.393,0.924,289.23553,50.241001,15.562
11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.337437946,1.951e-06,-1.951e-06,0.28,1.9982,971.2,2.34,0.17,-0.09,1070.0,311.16,82.4,1.0,q1_q17_dr25_tce,5005.0,4.595,0.765,293.83331,50.23035,15.334
11918099,K00780.02,,CANDIDATE,CANDIDATE,0.993,0,0,0,0,7.2406612,1.617e-05,-1.617e-05,1.198,0.558,556.4,19.45,1.4,-0.71,734.0,68.63,13.7,2.0,q1_q17_dr25_tce,5005.0,4.595,0.765,293.83331,50.23035,15.334
9579641,K00115.03,,CANDIDATE,CANDIDATE,0.871,0,0,0,0,3.43591631,4.729e-05,-4.729e-05,0.624,3.133,23.2,0.55,0.08,-0.07,1272.0,617.61,8.7,3.0,q1_q17_dr25_tce,5779.0,4.339,1.087,287.88733,46.276241,12.791
11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.59822233,1.407e-05,-1.407e-05,0.679,2.5237,2804.5,2.65,0.21,-0.29,396.0,5.82,71.0,1.0,q1_q17_dr25_tce,3688.0,4.79,0.473,296.22195,50.28722,15.937
11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.575315881,3.726e-06,-3.726e-06,0.39,4.3084,2793.3,5.31,1.5,-0.81,1015.0,251.38,221.1,1.0,q1_q17_dr25_tce,5992.0,4.415,0.989,290.09805,50.321609,15.312
12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.275040844,4.677e-06,-4.677e-06,0.547,7.5377,3001.0,4.86,1.05,-0.37,833.0,113.64,312.1,1.0,q1_q17_dr25_tce,5485.0,4.556,0.867,295.45529,50.49456,15.08
12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,19.27153892,4.145e-05,-4.145e-05,0.031,2.7594,1219.8,1.93,0.1,-0.12,393.0,5.66,37.1,1.0,q1_q17_dr25_tce,4077.0,4.702,0.56,293.97336,50.53191,15.385
12066335,K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.06524317,1.49e-05,-1.49e-05,0.628,1.369,1053.3,1.91,0.1,-0.12,488.0,13.43,30.3,2.0,q1_q17_dr25_tce,4077.0,4.702,0.56,293.97336,50.53191,15.385
12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.3935651,3.932e-05,-3.932e-05,0.883,3.8896,916.6,2.66,0.54,-0.23,677.0,49.68,35.8,1.0,q1_q17_dr25_tce,5557.0,4.603,0.75,296.02133,50.56778,15.505
8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,0.998,0,0,0,0,43.84439721,9.613e-05,-9.613e-05,0.852,6.802,615.2,2.87,0.43,-0.3,531.0,18.77,83.7,2.0,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
3120431,K00798.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.341913228,9.953e-06,-9.953e-06,1.213,3.813,725.3,21.55,3.54,-1.89,1032.0,268.67,39.0,1.0,q1_q17_dr25_tce,5295.0,4.551,0.811,292.31595,38.27029,15.629
3246984,K00799.01,,FALSE POSITIVE,FALSE POSITIVE,0.773,0,0,1,0,1.626630225,1.015e-06,-1.015e-06,1.26,2.1145,1620.6,32.43,9.0,-4.83,1547.0,1355.88,103.6,1.0,q1_q17_dr25_tce,5735.0,4.41,0.973,294.36819,38.31028,15.279
3342970,K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.711504086,3.8e-06,-3.8e-06,0.023,3.0099,837.5,3.12,1.02,-0.34,1420.0,960.79,64.5,1.0,q1_q17_dr25_tce,6214.0,4.442,1.076,291.65353,38.494659,15.541
3342970,K00800.02,Kepler-234 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.21203748,1.553e-05,-1.553e-05,0.012,4.0491,950.4,3.32,1.09,-0.36,1025.0,260.58,51.5,2.0,q1_q17_dr25_tce,6214.0,4.442,1.076,291.65353,38.494659,15.541
12459725,K00789.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,14.1798187,0.0001643,-0.0001643,0.1601,2.505,459.9,1.88,0.71,-0.14,711.0,60.35,11.2,,,5799.0,4.539,0.878,291.0448,51.321671,15.727
12470844,K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.47237911,1.56e-05,-1.56e-05,0.022,2.7245,1123.5,2.59,0.37,-0.22,751.0,75.44,47.6,1.0,q1_q17_dr25_tce,5354.0,4.587,0.788,296.36652,51.319519,15.339
12470844,K00790.02,Kepler-233 c,CONFIRMED,CANDIDATE,0.989,0,0,0,0,60.4189369,0.0005043,-0.0005043,0.094,5.039,931.3,2.36,0.34,-0.2,390.0,5.49,20.1,2.0,q1_q17_dr25_tce,5354.0,4.587,0.788,296.36652,51.319519,15.339
12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.611904345,6.65e-06,-6.65e-06,0.55,5.1497,6105.6,7.4,2.2,-0.73,753.0,76.15,277.2,1.0,q1_q17_dr25_tce,5795.0,4.508,0.919,289.11221,51.737381,15.14
2440757,K00792.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.433769925,7.41e-07,-7.41e-07,1.268,1.8868,1976.3,46.58,8.01,-8.0,1920.0,3209.29,112.6,1.0,q1_q17_dr25_tce,6017.0,4.22,1.339,290.84369,37.728828,15.122
2445129,K00793.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,10.31872301,2.846e-05,-2.846e-05,1.215,3.836,871.7,28.59,8.61,-3.69,876.0,139.26,38.2,1.0,q1_q17_dr25_tce,5927.0,4.409,1.06,291.84891,37.713501,15.065
2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.539183147,5.073e-06,-5.073e-06,0.238,2.4282,382.1,2.06,0.29,-0.28,1332.0,743.09,38.9,1.0,q1_q17_dr25_tce,5519.0,4.35,1.062,291.43997,37.905659,15.026
3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.770300385,9.537e-06,-9.537e-06,0.838,2.0844,1304.0,2.77,0.46,-0.15,812.0,102.87,50.8,1.0,q1_q17_dr25_tce,5653.0,4.656,0.679,290.87051,38.273628,15.591
3114661,K00796.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.444291966,9.7e-08,-9.7e-08,1.258,2.0792,10967.4,27.51,3.46,-1.73,1836.0,2706.26,299.7,1.0,q1_q17_dr25_tce,5255.0,4.678,0.636,290.99689,38.28492,15.748
3115833,K00797.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.181584004,6.188e-06,-6.188e-06,0.92,3.5089,5741.1,7.73,2.17,-0.72,812.0,102.91,183.6,1.0,q1_q17_dr25_tce,5988.0,4.541,0.836,291.28195,38.241669,15.657
4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.06036336,5.839e-05,-5.839e-05,0.556,3.3203,1494.7,1.96,0.13,-0.16,361.0,4.0,35.2,2.0,q1_q17_dr25_tce,3950.0,4.754,0.493,286.07913,39.27832,15.954
4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,46.1842039,0.0002654,-0.0002654,0.013,4.758,1394.7,1.83,0.12,-0.15,273.0,1.32,26.0,3.0,q1_q17_dr25_tce,3950.0,4.754,0.493,286.07913,39.27832,15.954
8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,0.952,0,0,0,0,23.9800854,0.0002003,-0.0002003,0.95,5.351,104.0,1.31,0.2,-0.13,649.0,41.94,17.1,4.0,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,0.994,0,0,0,0,7.82502168,3.89e-05,-3.89e-05,0.708,2.186,520.8,1.2,0.08,-0.1,494.0,14.05,15.9,4.0,q1_q17_dr25_tce,3950.0,4.754,0.493,286.07913,39.27832,15.954
4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.895936525,7.71e-07,-7.71e-07,0.524,2.3111,8544.8,7.34,1.53,-0.65,1005.0,241.62,370.8,1.0,q1_q17_dr25_tce,5557.0,4.592,0.774,294.65524,39.308361,15.725
4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,22.36646466,9.761e-05,-9.761e-05,0.4,5.228,986.8,2.32,0.38,-0.16,536.0,19.45,32.1,1.0,q1_q17_dr25_tce,5395.0,4.615,0.734,294.71063,39.52174,15.583
3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.625522174,1.58e-07,-1.58e-07,0.076,2.38963,7969.0,9.73,1.41,-1.42,1579.0,1467.41,799.7,1.0,q1_q17_dr25_tce,5539.0,4.322,1.106,293.87192,38.422939,15.001
