kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_duration,koi_depth,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
9834731,K03043.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.08942807,3.349e-05,-3.349e-05,0.65,3.214,85.3,1.07,0.17,-0.06,1361.0,808.76,13.2,1.0,q1_q17_dr25_tce,6137.0,4.418,1.103,293.43079,46.692089,14.829
5092266,K03045.01,Kepler-1896 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,44.8702042,0.00045,-0.00045,0.436,4.199,636.1,2.56,0.8,-0.27,536.0,19.5,16.4,1.0,q1_q17_dr25_tce,6122.0,4.471,0.996,289.67856,40.249641,15.755
4076976,K03124.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,4.8807805,0.0001066,-0.0001066,0.581,9.4,79.0,0.48,0.02,-0.03,706.0,58.98,15.9,1.0,q1_q17_dr25_tce,4763.0,4.738,0.516,296.25168,39.18399,14.203
8751796,K03125.01,Kepler-1435 b,CONFIRMED,CANDIDATE,0.957,0,0,0,0,4.45342418,3.85e-05,-3.85e-05,0.569,3.654,46.6,0.9,0.17,-0.11,1331.0,740.51,16.3,1.0,q1_q17_dr25_tce,6256.0,4.269,1.269,291.17328,44.921131,12.938
7097534,K03126.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.21396685,2.425e-05,-2.425e-05,0.017,4.374,81.6,0.84,0.24,-0.1,1418.0,952.61,19.1,1.0,q1_q17_dr25_tce,5986.0,4.461,0.93,284.29959,42.604321,14.461
9907129,K03127.01,Kepler-1436 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.705693,0.0001722,-0.0001722,0.941,7.702,140.8,2.07,0.36,-0.39,1001.0,237.46,14.2,1.0,q1_q17_dr25_tce,5808.0,4.178,1.385,297.71158,46.768021,14.93
7609674,K03128.01,,CANDIDATE,CANDIDATE,0.951,0,0,0,0,21.2360024,0.0002028,-0.0002028,0.205,4.019,104.4,2.62,0.36,-0.82,1048.0,285.21,15.7,1.0,q1_q17_dr25_tce,6035.0,3.745,2.559,292.47977,43.227024,13.371
9527334,K00049.01,Kepler-461 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.31377304,4.206e-05,-4.206e-05,0.002,2.964,837.4,2.74,0.43,-0.13,886.0,145.51,19.6,1.0,q1_q17_dr25_tce,5900.0,4.509,0.951,292.24902,46.164822,13.704
10031885,K00329.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,8.58969597,4.468e-05,-4.468e-05,1.197,8.471,245.1,20.8,6.08,-2.03,882.0,143.02,45.9,1.0,q1_q17_dr25_tce,6024.0,4.523,0.9,298.81821,46.94035,13.478
11361646,K00330.01,Kepler-524 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.97420583,2.174e-05,-2.174e-05,0.128,5.3503,293.1,1.85,0.28,-0.2,974.0,212.75,55.1,1.0,q1_q17_dr25_tce,5973.0,4.386,1.081,296.85922,49.162048,13.928
11361646,K00330.02,Kepler-524 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,1.88899036,1.071e-05,-1.071e-05,0.011,3.486,59.0,0.83,0.13,-0.09,1574.0,1449.92,18.2,2.0,q1_q17_dr25_tce,5973.0,4.386,1.081,296.85922,49.162048,13.928
10285631,K00331.01,Kepler-525 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,18.68405716,5.687e-05,-5.687e-05,0.858,6.9329,381.5,3.64,0.57,-0.86,832.0,113.34,54.2,1.0,q1_q17_dr25_tce,5548.0,4.038,1.614,296.18344,47.358761,13.497
3964109,K00393.01,Kepler-544 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.41624083,7.019e-05,-7.019e-05,0.081,7.081,314.5,2.09,0.38,-0.23,748.0,74.2,42.7,1.0,q1_q17_dr25_tce,6156.0,4.331,1.18,294.02911,39.051849,13.542
4159347,K00394.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,12.28351275,5.913e-05,-5.913e-05,1.224,3.634,597.8,74.76,15.1,-28.04,1342.0,765.56,23.4,1.0,q1_q17_dr25_tce,6171.0,3.668,2.759,292.03107,39.24548,13.167
3544595,K00069.01,Kepler-93 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.72674037,1.57e-06,-1.57e-06,0.657,2.9267,273.1,1.56,0.07,-0.07,1028.0,264.08,287.8,1.0,q1_q17_dr25_tce,5648.0,4.472,0.894,291.4183,38.672359,9.931
4165960,K00395.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,6.77449545,1.184e-05,-1.184e-05,1.178,2.5416,481.9,29.41,5.15,-3.44,1219.0,521.03,41.9,1.0,q1_q17_dr25_tce,6517.0,4.265,1.342,293.57086,39.25264,13.889
4252322,K00396.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,14.591504451,8.901e-06,-8.901e-06,1.21,1.1295,1490.5,36.85,9.97,-9.97,879.0,140.82,68.0,1.0,q1_q17_dr25_tce,5940.0,4.199,1.312,288.75781,39.350571,13.311
4376644,K00397.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,27.677680103,3.736e-06,-3.736e-06,0.933,2.1704,11545.0,14.41,4.69,-1.56,618.0,34.55,431.6,1.0,q1_q17_dr25_tce,6075.0,4.486,0.969,294.5123,39.462139,13.767
9301506,K03047.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.605223042,1.552e-06,-1.552e-06,0.109,0.8986,232.3,1.14,0.14,-0.11,1728.0,2099.47,20.7,1.0,q1_q17_dr25_tce,5089.0,4.559,0.757,298.78799,45.77422,15.248
5695396,K00283.02,Kepler-131 c,CONFIRMED,CANDIDATE,0.983,0,0,0,0,25.5172744,0.0003593,-0.0003593,0.322,4.735,66.8,0.83,0.12,-0.08,615.0,33.91,13.5,2.0,q1_q17_dr25_tce,5680.0,4.414,1.016,288.53082,40.942299,11.525
9714550,K03048.01,Kepler-1695 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.73292061,1.979e-05,-1.979e-05,0.121,1.746,151.6,0.97,0.2,-0.08,957.0,198.57,15.5,1.0,q1_q17_dr25_tce,5595.0,4.581,0.796,293.61926,46.413342,14.651
6263593,K03049.01,Kepler-1418 b,CONFIRMED,CANDIDATE,0.799,0,0,0,0,22.4765952,0.000204,-0.000204,0.176,3.437,481.4,1.21,0.12,-0.09,419.0,7.27,13.3,1.0,q1_q17_dr25_tce,4563.0,4.704,0.567,282.9975,41.678551,15.037
5475042,K03050.01,,CANDIDATE,CANDIDATE,0.892,0,0,0,0,1.242639742,5.781e-06,-5.781e-06,0.152,1.763,159.3,1.02,0.21,-0.09,1487.0,1159.26,16.1,1.0,q1_q17_dr25_tce,5520.0,4.572,0.818,298.44647,40.624882,15.33
6964159,K03129.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,25.503628,0.0003213,-0.0003213,0.953,3.913,204.4,1.61,0.47,-0.16,586.0,27.85,13.3,1.0,q1_q17_dr25_tce,5815.0,4.54,0.877,296.04401,42.454708,14.746
10252275,K03130.01,Kepler-1907 c,CONFIRMED,CANDIDATE,0.988,0,0,0,0,14.8638496,0.0001155,-0.0001155,1.006,2.705,220.6,2.9,0.31,-0.32,620.0,35.04,12.3,1.0,q1_q17_dr25_tce,5159.0,4.508,0.8,280.70853,47.32806,13.752
10252275,K03130.02,Kepler-1907 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,5.65245733,3.205e-05,-3.205e-05,0.889,2.062,121.0,1.05,0.12,-0.11,856.0,127.1,11.7,2.0,q1_q17_dr25_tce,5159.0,4.508,0.8,280.70853,47.32806,13.752
11455181,K03131.01,Kepler-1437 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.9294815,0.0001308,-0.0001308,0.197,5.893,196.9,1.21,0.36,-0.11,770.0,83.14,14.3,1.0,q1_q17_dr25_tce,5792.0,4.547,0.864,291.86493,49.32592,15.591
9541295,K03132.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,0.536650319,2.228e-06,-2.228e-06,0.61,2.383,41.9,1.35,0.24,-0.45,3195.0,24688.55,31.0,1.0,q1_q17_dr25_tce,6020.0,3.922,2.0,297.32971,46.136089,12.649
10290666,K00332.01,Kepler-526 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.45849914,9.101e-06,-9.101e-06,0.65,4.0448,255.9,1.91,0.29,-0.13,1099.0,344.32,72.0,1.0,q1_q17_dr25_tce,5914.0,4.396,1.135,297.65094,47.39629,13.046
10337258,K00333.01,Kepler-527 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.28536452,7.824e-05,-7.824e-05,0.774,6.283,377.6,4.03,0.94,-1.24,1157.0,423.65,26.8,1.0,q1_q17_dr25_tce,6534.0,3.973,1.9,290.95792,47.406281,13.39
10383687,K00334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,8.4879444,5.082e-05,-5.082e-05,0.752,3.224,119.3,1.23,0.38,-0.19,969.0,208.99,19.5,1.0,q1_q17_dr25_tce,6134.0,4.396,1.039,280.88184,47.564243,13.301
10470206,K00335.01,,FALSE POSITIVE,FALSE POSITIVE,0.394,0,0,1,0,46.56675437,8.679e-05,-8.679e-05,0.87,7.831,801.1,5.25,1.48,-1.48,708.0,59.34,111.3,1.0,q1_q17_dr25_tce,6629.0,4.132,1.619,291.81857,47.675282,13.893
10518725,K00336.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,19.5148412,0.0001784,-0.0001784,0.742,3.096,102.7,2.8,0.57,-0.86,1200.0,489.75,13.1,1.0,q1_q17_dr25_tce,7004.0,3.854,2.556,283.91089,47.787048,13.124
12314973,K00279.02,Kepler-450 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,15.4130812,4.684e-05,-4.684e-05,0.372,6.6358,264.3,2.59,0.15,-0.18,944.0,187.39,55.2,2.0,q1_q17_dr25_tce,6206.0,4.159,1.573,295.48651,51.0135,11.684
5450893,K02970.01,Kepler-1890 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,4.82051088,3.66e-05,-3.66e-05,0.922,3.588,40.9,1.08,0.19,-0.22,1328.0,735.25,14.8,1.0,q1_q17_dr25_tce,6046.0,4.158,1.396,292.57779,40.667858,12.861
4770174,K02971.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,6.09595681,6.131e-05,-6.131e-05,0.685,5.502,65.7,1.26,0.23,-0.16,1259.0,593.42,18.1,1.0,q1_q17_dr25_tce,6313.0,4.228,1.467,297.39371,39.829041,12.742
8949925,K02972.01,,CANDIDATE,CANDIDATE,0.984,0,0,0,0,13.2511214,0.000202,-0.000202,0.231,4.996,266.5,1.98,0.32,-0.26,850.0,123.32,15.2,1.0,q1_q17_dr25_tce,5850.0,4.297,1.217,290.73447,45.297791,15.085
5091016,K02973.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,5.76556718,6.669e-05,-6.669e-05,0.678,3.138,213.3,1.66,0.57,-0.23,1120.0,371.86,17.6,1.0,q1_q17_dr25_tce,6218.0,4.404,1.072,289.29266,40.270611,15.39
9959492,K03051.01,,CANDIDATE,CANDIDATE,,0,0,0,0,11.682369,0.000162,-0.000162,0.6987,2.71,234.5,1.45,0.58,-0.11,802.0,97.62,11.2,2.0,q1_q17_dr24_tce,6089.0,4.527,0.889,295.19968,46.832321,15.276
8827575,K03052.01,,CANDIDATE,CANDIDATE,0.977,0,0,0,0,10.12956201,9.948e-05,-9.948e-05,0.544,3.044,81.3,0.78,0.07,-0.04,736.0,69.43,12.2,1.0,q1_q17_dr25_tce,5383.0,4.528,0.842,295.09027,45.081181,13.573
8827575,K03052.02,Kepler-1992 b,CONFIRMED,CANDIDATE,0.87,0,0,0,0,15.6112238,0.0001275,-0.0001275,0.468,3.873,113.5,0.91,0.09,-0.05,637.0,38.99,15.7,2.0,q1_q17_dr25_tce,5383.0,4.528,0.842,295.09027,45.081181,13.573
2716801,K03053.01,Kepler-1419 b,CONFIRMED,CANDIDATE,0.959,0,0,0,0,42.5217006,0.0005942,-0.0005942,0.495,5.723,685.6,2.45,0.75,-0.25,510.0,15.97,14.7,1.0,q1_q17_dr25_tce,5911.0,4.519,0.914,292.25464,37.97142,15.761
7281454,K03055.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.566805887,,,0.762,5.2317,1.7,0.08,0.0,-0.01,1554.0,1368.32,0.8,1.0,q1_q17_dr25_tce,5000.0,4.708,0.549,291.60175,42.86388,14.648
7216284,K03056.01,Kepler-1420 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,6.69958851,4.296e-05,-4.296e-05,0.0,2.831,253.7,1.24,0.22,-0.09,806.0,99.83,13.6,1.0,q1_q17_dr25_tce,5296.0,4.586,0.799,296.20383,42.777828,15.883
8703887,K00287.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,14.170972781,4.793e-06,-4.793e-06,0.579,3.7316,13496.5,20.88,6.48,-2.77,1288.0,650.07,308.1,1.0,q1_q17_dr25_tce,8347.0,4.231,1.715,296.935,44.850269,11.054
9899352,K03135.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.332562831,6.858e-06,-6.858e-06,1.241,6.24,297.9,24.29,5.85,-1.95,1532.0,1301.29,37.3,1.0,q1_q17_dr25_tce,5718.0,4.549,0.863,295.21036,46.749321,15.846
6945786,K03136.01,Kepler-1909 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,2.39161966,1.199e-05,-1.199e-05,0.299,1.906,189.2,0.93,0.08,-0.09,1031.0,266.01,13.6,1.0,q1_q17_dr25_tce,4935.0,4.589,0.685,290.88931,42.45966,15.738
5978170,K03140.01,Kepler-1910 b,CONFIRMED,CANDIDATE,0.968,0,0,0,0,5.68879083,3.89e-05,-3.89e-05,0.39,2.55,241.5,0.99,0.05,-0.09,645.0,40.88,13.8,1.0,q1_q17_dr25_tce,4234.0,4.63,0.639,296.61725,41.281189,15.561
5440317,K03141.01,Kepler-1438 b,CONFIRMED,CANDIDATE,0.893,0,0,0,0,2.31941571,1.601e-05,-1.601e-05,0.429,1.591,96.4,1.24,0.2,-0.2,1490.0,1164.84,11.7,1.0,q1_q17_dr25_tce,5624.0,4.256,1.248,289.28979,40.681671,14.869
10545066,K00337.01,Kepler-528 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,19.7830259,6.614e-05,-6.614e-05,0.015,5.4898,373.2,2.1,0.32,-0.28,708.0,59.39,41.8,1.0,q1_q17_dr25_tce,5747.0,4.335,1.099,295.68481,47.748081,13.936
6056992,K00051.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,10.431146765,3.267e-06,-3.267e-06,1.225,3.8853,29375.6,50.44,0.0,0.0,833.0,114.02,400.2,1.0,q1_q17_dr25_tce,5780.0,4.438,1.0,295.91885,41.332432,13.761
10552611,K00338.01,Kepler-141 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.0106324,1.362e-05,-1.362e-05,0.683,3.0688,327.3,1.5,0.08,-0.07,738.0,70.32,48.7,1.0,q1_q17_dr25_tce,4908.0,4.567,0.782,297.97089,47.731682,13.448
10552611,K00338.02,Kepler-141 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.10762684,1.537e-05,-1.537e-05,0.7,2.361,77.2,0.73,0.04,-0.03,968.0,207.72,15.6,2.0,q1_q17_dr25_tce,4908.0,4.567,0.782,297.97089,47.731682,13.448
10587105,K00339.01,Kepler-529 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.980356674,2.322e-06,-2.322e-06,0.713,2.4743,271.9,2.1,0.35,-0.31,1662.0,1808.41,71.9,1.0,q1_q17_dr25_tce,6078.0,4.29,1.189,285.88837,47.880379,13.763
10587105,K00339.02,Kepler-529 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.8344771,3.995e-05,-3.995e-05,0.956,3.846,281.0,2.55,0.42,-0.38,891.0,149.42,35.0,2.0,q1_q17_dr25_tce,6078.0,4.29,1.189,285.88837,47.880379,13.763
6948480,K02975.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,175.329014,0.002603,-0.002603,1.231,6.269,1059.1,27.03,8.49,-2.81,327.0,2.69,16.7,1.0,q1_q17_dr25_tce,6008.0,4.499,0.93,291.78754,42.469528,15.31
6438099,K02976.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,21.61313362,9.547e-05,-9.547e-05,0.714,1.52,818.1,1.94,0.23,-0.1,503.0,15.14,13.8,1.0,q1_q17_dr25_tce,5267.0,4.681,0.632,290.22067,41.868721,15.862
11090556,K02977.01,Kepler-1398 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.7881793,1.852e-05,-1.852e-05,0.058,3.397,55.8,1.02,0.18,-0.2,1510.0,1228.07,17.7,1.0,q1_q17_dr25_tce,5758.0,4.168,1.385,294.86618,48.638981,13.71
11090556,K02977.02,Kepler-1398 c,CONFIRMED,CANDIDATE,0.984,0,0,0,0,4.13827684,2.596e-05,-2.596e-05,0.499,3.449,63.8,1.13,0.19,-0.23,1324.0,725.53,16.8,2.0,q1_q17_dr25_tce,5758.0,4.168,1.385,294.86618,48.638981,13.71
10686814,K02978.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.61846258,1.948e-05,-1.948e-05,0.013,3.505,275.3,1.03,0.06,-0.09,843.0,119.68,18.7,1.0,q1_q17_dr25_tce,4266.0,4.626,0.643,299.03448,47.90485,15.593
3234843,K03057.01,Kepler-405 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,29.72722,0.0002016,-0.0002016,0.744,3.45,1010.2,3.02,0.91,-0.29,557.0,22.7,19.4,1.0,q1_q17_dr25_tce,5815.0,4.54,0.877,291.40945,38.340019,15.855
6021275,K00284.01,Kepler-132 d,CONFIRMED,CANDIDATE,0.971,0,0,0,0,18.01019956,4.374e-05,-4.374e-05,0.966,3.516,177.7,1.93,0.27,-0.31,758.0,77.99,43.4,2.0,q1_q17_dr25_tce,5931.0,4.322,1.101,283.23581,41.34304,11.818
3234843,K03057.02,Kepler-405 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.61368712,6.192e-05,-6.192e-05,0.024,3.498,559.8,2.06,0.63,-0.19,785.0,89.65,18.9,2.0,q1_q17_dr25_tce,5815.0,4.54,0.877,291.40945,38.340019,15.855
8192911,K03058.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,7.53887442,8.726e-05,-8.726e-05,0.727,3.147,342.1,1.33,0.14,-0.12,751.0,75.14,13.6,1.0,q1_q17_dr25_tce,5318.0,4.601,0.667,299.72845,44.031811,15.504
10554967,K03059.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.53633519,8.81e-07,-8.81e-07,0.489,1.0547,444.1,1.81,0.44,-0.14,1974.0,3603.58,29.9,1.0,q1_q17_dr25_tce,5508.0,4.569,0.84,298.65317,47.713711,15.546
3752110,K03142.01,,CANDIDATE,CANDIDATE,0.962,0,0,0,0,27.9430245,0.0004746,-0.0004746,0.052,6.125,308.6,2.21,0.68,-0.25,718.0,62.74,12.3,1.0,q1_q17_dr25_tce,6468.0,4.363,1.25,292.80722,38.884232,15.243
5688790,K03144.01,Kepler-1439 b,CONFIRMED,CANDIDATE,0.858,0,0,0,0,8.07394097,4.848e-05,-4.848e-05,0.928,2.455,1056.0,1.59,0.2,-0.19,420.0,7.33,16.0,1.0,q1_q17_dr25_tce,3675.0,4.869,0.398,285.73981,40.980049,16.109
1717722,K03145.01,Kepler-1977 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.53702121,2.498e-05,-2.498e-05,0.706,1.813,504.4,1.66,0.19,-0.11,798.0,95.61,15.7,2.0,q1_q17_dr25_tce,4805.0,4.633,0.688,290.61798,37.289089,15.689
1717722,K03145.02,,CANDIDATE,CANDIDATE,0.858,0,0,0,0,0.977311489,4.631e-06,-4.631e-06,0.01,1.403,250.7,1.06,0.12,-0.07,1331.0,737.36,14.8,3.0,q1_q17_dr25_tce,4805.0,4.633,0.688,290.61798,37.289089,15.689
10908248,K03146.01,Kepler-1440 b,CONFIRMED,CANDIDATE,0.768,0,0,0,0,39.859505,0.001265,-0.001265,0.398,7.987,155.5,1.62,0.25,-0.31,597.0,29.97,13.9,1.0,q1_q17_dr25_tce,5675.0,4.209,1.292,285.34695,48.312248,14.131
10616571,K00340.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,23.6731242,1.012e-05,-1.012e-05,0.21,14.3948,23112.9,17.74,3.15,-1.95,676.0,49.42,842.3,2.0,q1_q17_dr25_tce,5769.0,4.338,1.177,297.66467,47.801392,13.057
10878263,K00341.01,Kepler-414 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.170710381,7.06e-06,-7.06e-06,0.188,2.9225,863.3,2.73,0.32,-0.26,890.0,148.09,89.3,1.0,q1_q17_dr25_tce,5497.0,4.437,0.941,297.96155,48.244362,13.338
10878263,K00341.02,Kepler-414 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.699652821,8.477e-06,-8.477e-06,0.135,2.553,351.4,1.74,0.2,-0.17,1024.0,260.54,41.6,2.0,q1_q17_dr25_tce,5497.0,4.437,0.941,297.96155,48.244362,13.338
10982872,K00343.01,Kepler-142 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.761705895,3.499e-06,-3.499e-06,0.384,3.3061,497.1,2.75,0.44,-0.48,1201.0,491.37,138.5,1.0,q1_q17_dr25_tce,5794.0,4.263,1.225,295.1189,48.481281,13.203
10982872,K00343.02,Kepler-142 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.024143568,2.059e-06,-2.059e-06,0.513,2.5273,239.4,1.94,0.31,-0.34,1597.0,1535.09,88.4,2.0,q1_q17_dr25_tce,5794.0,4.263,1.225,295.1189,48.481281,13.203
2720514,K02979.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.371288853,4.164e-06,-4.164e-06,0.953,1.4528,66.2,1.15,0.37,-0.16,1837.0,2695.6,16.9,1.0,q1_q17_dr25_tce,6220.0,4.378,1.108,293.0708,37.98687,13.328
4141376,K00280.01,Kepler-1655 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.87290814,1.145e-05,-1.145e-05,0.904,2.5342,332.7,2.25,0.1,-0.1,863.0,131.55,84.7,1.0,q1_q17_dr25_tce,6147.0,4.412,1.04,286.68945,39.21191,11.072
9468551,K02980.01,Kepler-1399 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,1.638652525,8.749e-06,-8.749e-06,0.365,1.952,166.9,1.29,0.41,-0.14,1610.0,1585.07,16.4,1.0,q1_q17_dr25_tce,6119.0,4.472,0.981,293.31168,46.04171,15.49
9076971,K02981.01,Kepler-1400 b,CONFIRMED,CANDIDATE,0.254,0,0,0,0,9.06687613,7.246e-05,-7.246e-05,0.928,3.381,367.2,1.9,0.21,-0.23,725.0,65.52,14.6,1.0,q1_q17_dr25_tce,5142.0,4.515,0.789,286.27167,45.440811,15.737
8360640,K02982.01,Kepler-1891 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,4.0223109,1.498e-05,-1.498e-05,0.741,0.853,227.8,1.37,0.31,-0.13,1017.0,253.28,11.0,1.0,q1_q17_dr25_tce,5516.0,4.544,0.827,290.04388,44.370602,14.264
11019987,K03060.01,Kepler-1421 b,CONFIRMED,CANDIDATE,0.977,0,0,0,0,6.9131732,0.0001679,-0.0001679,0.264,4.73,39.1,0.91,0.16,-0.14,1209.0,505.0,12.5,1.0,q1_q17_dr25_tce,6296.0,4.21,1.444,286.5806,48.544189,12.788
4857058,K03061.01,Kepler-1983 b,CONFIRMED,CANDIDATE,0.981,0,0,0,0,7.32851947,2.311e-05,-2.311e-05,0.983,1.211,277.8,2.33,0.13,-0.18,807.0,100.13,14.0,1.0,q1_q17_dr25_tce,5135.0,4.464,0.874,297.04208,39.912231,14.316
10924562,K03063.01,Kepler-1422 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,18.6052046,0.0002929,-0.0002929,0.093,6.829,242.5,1.94,0.55,-0.27,833.0,113.88,13.1,1.0,q1_q17_dr25_tce,6572.0,4.365,1.238,293.8902,48.336121,15.665
9899505,K03064.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,1.332562787,2.271e-06,-2.271e-06,1.24,6.28,1111.9,29.1,9.03,-3.01,1703.0,1983.27,125.2,1.0,q1_q17_dr25_tce,6091.0,4.487,0.967,295.26227,46.78138,15.952
5040077,K03065.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,0.896382269,3.904e-06,-3.904e-06,0.332,1.113,136.4,1.0,0.26,-0.11,1810.0,2524.81,11.7,1.0,q1_q17_dr25_tce,5837.0,4.502,0.843,298.53967,40.183659,14.603
7534267,K03147.01,Kepler-1441 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,39.4420781,0.0007063,-0.0007063,0.42,7.029,172.4,2.51,0.4,-0.62,682.0,51.14,15.2,1.0,q1_q17_dr25_tce,5430.0,3.923,1.902,293.71912,43.124592,14.268
9592705,K00288.01,Kepler-1714 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.27532513,1.442e-05,-1.442e-05,0.315,6.3093,209.7,3.04,0.15,-0.21,1211.0,508.21,99.5,1.0,q1_q17_dr25_tce,6150.0,3.96,2.086,293.71646,46.226654,11.02
10611420,K03148.01,,FALSE POSITIVE,FALSE POSITIVE,0.014,0,0,1,0,11.50528603,8.124e-05,-8.124e-05,0.461,2.098,260.2,1.83,0.56,-0.22,912.0,163.79,11.4,1.0,q1_q17_dr25_tce,6355.0,4.41,1.108,296.11734,47.879829,15.191
10386922,K00289.01,Kepler-511 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,26.62941953,4.592e-05,-4.592e-05,0.015,7.8709,492.8,3.13,0.49,-0.66,742.0,71.75,106.9,2.0,q1_q17_dr25_tce,5866.0,4.117,1.417,282.94565,47.574905,12.747
10386922,K00289.02,Kepler-511 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,296.6375817,0.0004051,-0.0004051,0.429,16.425,2763.1,7.56,1.17,-1.6,332.0,2.88,250.0,1.0,q1_q17_dr25_tce,5866.0,4.117,1.417,282.94565,47.574905,12.747
10982872,K00343.03,Kepler-142 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,41.8085031,0.0002939,-0.0002939,0.011,7.797,190.4,1.67,0.27,-0.29,582.0,27.15,27.3,3.0,q1_q17_dr25_tce,5794.0,4.263,1.225,295.1189,48.481281,13.203
3558981,K00052.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.98786272,2.306e-06,-2.306e-06,0.621,2.5814,42789.0,17.82,2.75,-1.7,1064.0,303.15,98.0,1.0,q1_q17_dr25_tce,5231.0,4.544,0.821,294.97745,38.678352,13.109
11015108,K00344.01,Kepler-530 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,39.30944096,4.79e-05,-4.79e-05,0.028,5.77,1132.1,2.87,0.37,-0.14,488.0,13.46,122.9,1.0,q1_q17_dr25_tce,5607.0,4.536,0.863,283.34027,48.549042,13.4
